Brand,Racquet Name,Tension,Length,Pattern,Skip M Holes,Tie Off M,Start C,Tie Off C
Yonex Tennis,V CORE Xi TEAM,45 - 60,20'M - 19'C,16M X 20C,8T - 8B,6B,8T,7T - 11B
Yonex Tennis,V-CON 15,55 - 65,20'M - 18'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V-CON 17 100,45 - 65,21'M - 20'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V-CON 17 107,45 - 65,21'M - 20'C,16M X 18C,8T - 8B,7B,8T,7T - 10B
Yonex Tennis,V-CON 20 107,45 - 65,21'M - 20'C,16M X 18C,8T - 8B,7B,8T,7T - 10B
Yonex Tennis,V-CON 20 117,45 - 65,22'M - 22'C,16M X 18C,8T - 8B,7B,8T,7T - 10B
Yonex Tennis,V-CON 30+ 107,50 - 65,21'M - 20'C,16M X 18C,8T - 8B,7B,8T,7T - 10B
Yonex Tennis,V-CON 30+ 117,50 - 65,21'M - 20'C,16M X 18C,8T - 8B,7B,8T,7T - 10B
Yonex Tennis,V-CON X 18,45 - 60,20'M - 18'C,16M X 18C,8T - 8B,6B,8T,6T - 11B
Yonex Tennis,VOLTRIC 3,19 - 24,17'M - 16'C,22M X 22C,11B,8B,9B,6B - 5T
Yonex Tennis,VOLTRIC 5,19 - 24,17'M - 16'C,22M X 22C,11B,8B,9B,6B - 5T
Yonex Tennis,VOLTRIC 60,19 - 24,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B
Yonex Tennis,VOLTRIC 7,19 - 24,17'M - 16'C,22M X 22C,11B,8B,9B,6B - 5T
Yonex Tennis,VOLTRIC 70,19 - 24,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B
Yonex Tennis,VOLTRIC 80,19 - 24,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B
Yonex Tennis,VOLTRIC 9,19 - 24,17'M - 16'C,22M X 22C,11B,8B,9B,6B - 5T
Yonex Tennis,VOLTRIC Z-FORCE,19 - 24,17'M - 16'C,22M X 21C,"7,9,11,13,15T - 11B",8B,7T,5T - 6B
